oferta_id;oferta_tomador_sexo;oferta_tom_cond;oferta_propietario_tom;oferta_propietario_cond;oferta_veh_tara;oferta_veh_categoria;oferta_veh_puertos;antiguedad_permiso;antiguedad_permiso_riesgo;edad_segundo_conductor_riesgo;cliente_extranjero;car_ranking;d_uso_particular;d_uso_alquiler;d_tipo_ciclomotor;d_tipo_furgoneta;d_tipo_camion;d_tipo_autocar;d_tipo_remolque;d_tipo_agricola;d_tipo_industrial;d_tipo_triciclo;vehiculo_heavy;oferta_sim_cia_actual;oferta_sim_siniestro_5_anio_culpa;oferta_sim_anios_asegurado;oferta_sim_antiguedad_cia_actual;oferta_sim_siniestro_1_anio_culpa;oferta_bonus_simulacion_perc;oferta_veh_valor_unitary;cliente_edad_18_30;cliente_edad_30_65;cliente_edad_65;antiguedad_vehiculo;oferta_adicional_riesgo;oferta_veh_marca;oferta_veh_modelo;oferta_veh_version;oferta_veh_accesorio;oferta_veh_uso;oferta_veh_tipo;oferta_veh_grupo_tarifa;oferta_veh_plazas;oferta_veh_potencia;oferta_veh_cilindrada;cliente_region_AFRICAARABE;cliente_region_AFRICASUBSHARIANA;cliente_region_AMERICADELSUR;cliente_region_ASIAORIENTAL;cliente_region_EUROPACENTRAL;cliente_region_EUROPADELNORTE;cliente_region_EUROPADELSUR;cliente_region_EUROPAOCCIDENTAL;cliente_region_EUROPAORIENTAL;cliente_region_MARCARIBE;cliente_region_OCEANIA;cliente_region_nan;d_sin_cia;cp_risk_relabel;intm_risk_relabel;customer_risk_relabel;veh_risk_relabel;target;risk_cia
5935;1;1;1;1;0;1;0;22;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;-80.0;31340;0;1;0;1;0;0054;40;21;1500.0;110;150;18;5;150.0;1395;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;4;6;7;1;0
8552;1;1;1;0;0;1;0;14;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;42;0;20;20;0;35.0;26950;0;1;0;11;0;17;52;10;1500.0;110;120;17;7;110.0;1560;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;4;6;9;1;0
3290;1;1;1;1;0;1;0;37;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;26800;0;1;0;11;0;0046;334;12;1500.0;110;100;18;5;136.0;1997;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;5;1;9;1;0
5410;1;1;1;1;0;1;0;16;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;29250;0;1;0;1;0;49;119;33;1500.0;110;150;18;5;150.0;1995;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;2;0;2;1;0
1614;0;1;1;1;0;1;0;7;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;29930;1;0;0;1;0;0027;29;45;0.0;110;150;17;5;115.0;1685;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;6;4;2;1;0
3163;1;1;1;1;0;1;0;21;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;-10.0;8751;0;1;0;20;0;0045;6;200;1500.0;110;100;15;5;54.0;973;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;8;6;9;1;0
5572;1;1;1;1;0;1;0;20;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;8842;0;1;0;20;0;0054;14;184;1500.0;110;100;15;5;60.0;1390;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;2;6;9;1;0
4746;0;0;0;1;0;1;0;9;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;8530;1;0;0;20;0;0059;2;22;1500.0;110;150;15;5;69.0;1298;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;5;4;9;1;0
9755;1;1;1;1;0;1;0;21;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;50.0;16140;0;1;0;18;0;0023;40;14;1500.0;110;100;16;5;90.0;1753;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;5;6;9;1;0
9706;1;1;1;1;0;1;0;18;0;0;0;5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;16752;0;1;0;18;0;72;1;14;1500.0;110;150;16;5;83.0;1998;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;6;0;9;1;0
6007;0;1;1;1;0;1;0;11;0;0;0;5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;16670;0;1;0;18;0;0054;30;6;1500.0;110;100;17;5;110.0;1896;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;3;6;9;1;0
11135;1;0;1;1;0;1;0;14;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;54;0;20;20;0;35.0;10866;0;1;0;19;0;27;5;9;0.0;110;100;16;5;90.0;1495;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;5;0;9;1;0
8726;1;1;1;1;0;1;0;22;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;35.0;10916;0;1;0;19;1;0017;17;12;1500.0;110;100;15;5;58.0;1527;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;0;6;9;1;0
9029;1;1;1;1;0;1;0;31;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;10824;0;1;0;19;1;64;6;133;1500.0;110;100;15;5;64.0;1896;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;6;6;9;1;0
6851;0;1;1;1;0;1;0;28;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;10914;0;1;0;19;0;0045;6;162;1500.0;110;100;15;5;60.0;1686;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;5;6;9;1;0
13921;1;1;1;1;0;1;0;15;0;0;0;5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;35.0;16900;0;1;0;1;0;0017;67;33;1500.0;110;100;17;5;99.0;1560;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;3;0;2;1;0
3391;1;1;1;1;0;1;0;31;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;16090;0;1;0;1;0;0046;375;113;1500.0;110;100;16;5;82.0;1199;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;1;6;2;1;0
1669;1;1;1;1;0;1;0;40;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;16240;0;1;0;1;0;0045;6;592;1500.0;110;100;16;5;90.0;1398;0;0;0;0;0;0;1;0;0;0;0;0;0;3.0;5;7;2;1;0
14643;1;1;1;1;0;1;0;29;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;13284;0;1;0;16;0;0017;24;2;1500.0;110;100;15;5;75.0;1360;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;6;7;9;1;0
12509;0;1;1;1;0;1;0;17;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;-80.0;13330;0;1;0;16;0;0046;5;119;1500.0;110;100;15;5;70.0;1868;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;6;4;9;1;0
2029;1;1;1;0;0;1;0;33;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;31;0;20;20;0;35.0;13900;0;0;1;16;1;0049;15;264;1500.0;110;100;15;5;65.0;1461;0;0;0;0;0;0;1;0;0;0;0;0;0;5.0;2;6;9;1;0
5349;0;1;1;1;0;1;0;43;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;35.0;26780;0;1;0;3;0;0054;30;253;1500.0;110;100;18;5;150.0;1968;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;0;2;9;1;0
2874;1;1;1;1;0;1;0;32;0;0;0;9;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;24080;0;1;0;0;0;0054;40;1;1500.0;110;150;17;5;115.0;999;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;4;6;9;1;0
11379;1;1;1;1;0;1;0;22;0;0;0;5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;17049;0;1;0;13;0;17;24;64;1500.0;110;120;16;5;90.0;1997;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;5;6;9;1;0
13933;0;1;1;1;0;1;0;18;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0.0;13960;0;1;0;17;0;0046;20;21;1500.0;210;200;15;2;71.0;1868;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;4;6;9;1;0
12121;1;1;1;1;0;1;0;35;0;0;0;3;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0.0;26710;0;1;0;11;0;0045;21;131;1500.0;210;300;17;3;100.0;2464;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;5;6;9;1;0
14279;1;0;0;0;0;1;0;11;0;0;0;9;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;10.0;23410;0;1;0;12;0;0064;54;5;1500.0;110;120;17;5;105.0;1896;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;1;6;9;1;0
5124;0;1;0;0;0;1;0;14;0;0;0;3;1;0;1;1;0;0;0;0;0;0;0;4;0;30;30;0;50.0;27985;0;1;0;4;0;45;26;106;1500.0;210;310;17;9;114.0;1995;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;0;6;9;1;0
6467;0;1;1;1;0;1;0;33;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;50.0;12600;0;1;0;14;0;0049;15;228;1500.0;110;100;15;5;75.0;1149;0;0;0;0;0;0;1;0;0;0;0;0;0;8.0;6;7;9;1;0
1588;1;1;0;0;0;1;0;18;0;0;0;5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;19385;0;1;0;12;0;0023;40;92;1500.0;110;100;17;5;115.0;1596;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;3;6;9;1;0
4456;1;1;1;1;0;1;0;31;0;0;0;5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;19299;0;1;0;12;0;0064;12;57;1500.0;110;120;15;7;75.0;1896;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;4;6;9;1;0
2285;1;1;1;1;0;1;0;40;0;0;0;5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;35.0;19889;0;1;0;12;0;0054;30;51;1500.0;110;100;17;5;105.0;1896;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;5;7;9;1;0
12767;1;0;0;1;0;1;0;2;0;0;0;5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;10.0;19790;1;0;0;12;0;46;324;115;1500.0;110;100;16;5;90.0;1560;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;6;1;9;1;0
13471;1;1;1;1;0;1;0;22;0;0;0;5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;19090;0;1;0;12;0;0023;40;103;1500.0;110;100;17;5;115.0;1753;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;2;7;9;1;0
1171;1;1;1;1;0;1;0;21;0;0;0;9;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;10.0;24550;0;1;0;2;0;0054;30;247;1500.0;110;100;17;5;110.0;1598;0;0;0;0;0;0;1;0;0;0;0;0;0;8.0;5;6;7;1;0
6322;0;1;1;1;0;1;0;20;0;0;0;9;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;24615;0;1;0;2;0;0013;94;183;1500.0;110;100;17;5;116.0;1496;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;5;6;7;1;0
196;1;1;1;1;0;1;0;21;0;0;0;9;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;25695;0;1;0;20;0;65;16;11;1500.0;110;100;18;5;125.0;1834;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;5;6;9;1;0
6898;1;1;0;0;0;1;0;18;0;0;0;9;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;25165;0;1;0;20;0;0064;3;216;1500.0;110;100;18;5;150.0;1781;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;2;0;9;1;0
13593;0;0;1;0;0;1;0;22;0;0;0;9;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;10.0;25098;0;1;0;20;0;0023;16;3;1500.0;110;120;16;7;90.0;1896;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;2;7;9;1;0
9516;1;1;1;1;0;1;0;43;0;0;0;9;1;0;1;0;0;0;0;0;0;0;0;31;0;20;20;0;35.0;25753;0;0;1;20;0;0008;15;17;1500.0;110;100;17;5;110.0;1896;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;5;6;9;1;0
11759;1;1;1;1;0;1;0;21;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;30450;0;1;0;0;0;46;364;117;2990.0;110;150;18;7;130.0;1199;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;6;6;9;1;0
10804;1;1;1;0;0;1;0;24;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;28;0;20;20;0;35.0;30650;0;1;0;0;0;0013;111;1;1500.0;110;150;18;5;143.0;1995;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;5;6;9;1;0
557;0;1;0;0;0;1;0;24;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;30650;0;1;0;0;0;0631;1;169;4000.0;110;100;18;5;192.0;1998;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;2;6;9;1;0
7213;1;1;1;1;0;1;0;38;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;49;0;30;30;0;50.0;30150;0;0;1;0;0;46;358;114;1500.0;110;150;18;5;130.0;1199;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;4;5;9;1;0
11679;0;1;1;0;0;1;0;9;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;54;0;30;30;0;50.0;30600;0;1;0;0;0;40;41;84;1500.0;110;150;18;5;165.0;1998;0;0;0;0;0;0;1;0;0;0;0;0;0;5.0;5;4;9;1;0
13233;1;0;0;1;0;1;0;23;0;0;0;9;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;50.0;25650;0;1;0;17;0;0027;20;4;1500.0;110;150;17;5;112.0;1991;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;5;6;9;1;0
8575;1;1;1;1;0;1;0;30;0;0;0;5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;18965;0;1;0;0;0;0045;50;27;1500.0;110;150;18;5;140.0;1364;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;5;6;9;1;0
9565;0;0;1;0;0;1;0;18;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;50.0;29080;0;1;0;13;0;0064;5;232;1500.0;110;100;18;5;130.0;1896;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;4;6;9;1;0
463;1;0;0;1;0;1;0;24;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;29280;0;1;0;13;0;0064;51;25;1500.0;110;120;18;7;140.0;1968;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;5;7;9;1;0
6524;1;1;1;1;0;1;0;32;0;0;0;5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;10.0;20410;0;1;0;13;0;0045;2;234;1500.0;110;100;17;5;100.0;1686;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;5;7;9;1;0
11006;1;1;1;1;0;1;0;27;0;0;0;5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;-80.0;20836;0;1;0;13;0;17;24;169;1500.0;110;120;16;5;90.0;1997;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;7;6;9;1;0
12985;1;1;1;1;0;1;0;18;0;0;0;5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;-80.0;20950;0;1;0;13;0;0054;30;42;1500.0;110;100;18;5;130.0;1896;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;6;6;9;1;0
6411;1;1;1;1;0;1;0;18;0;0;0;5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;-80.0;20950;0;1;0;13;0;0054;30;42;1500.0;110;100;18;5;130.0;1896;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;6;6;9;1;0
2360;0;0;0;0;0;1;0;28;0;0;0;5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;20700;0;1;0;13;0;0049;24;442;1500.0;110;100;17;5;105.0;1461;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;5;3;9;1;0
2518;1;1;1;1;0;1;0;12;0;0;0;5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;-80.0;20265;0;1;0;13;0;0023;40;63;1500.0;110;100;17;5;109.0;1560;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;5;6;9;1;0
3987;0;1;0;0;0;1;0;17;0;0;0;5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;35.0;20580;0;1;0;13;0;0017;46;20;1500.0;110;100;17;5;110.0;1560;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;5;4;9;1;0
7867;0;1;1;1;0;1;0;28;0;0;0;5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;19520;0;1;0;5;0;0054;14;788;1500.0;110;100;16;5;90.0;1598;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;1;3;9;1;0
2679;0;1;1;1;0;1;0;10;0;0;0;5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;10.0;19888;1;0;0;5;0;8;43;20;1500.0;110;100;16;5;90.0;1598;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;3;4;9;1;0
3411;1;1;1;1;0;3;0;15;0;0;0;7;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;45.0;1955;0;1;0;1;0;0277;30;4;0.0;710;280;90;2;4.6;49;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;6;6;9;1;0
10962;1;1;1;1;0;3;0;4;0;0;0;7;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;35.0;1749;0;1;0;1;0;0277;27;2;0.0;710;280;90;2;5.0;49;0;0;0;0;0;0;1;0;0;0;0;0;0;8.0;5;4;9;1;0
7362;1;1;0;0;0;1;0;9;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;4;0;30;30;0;50.0;35399;0;1;0;1;0;41;121;387;1500.0;210;310;18;9;136.0;2143;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;4;4;7;1;0
8956;1;1;1;1;0;1;0;24;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;14044;0;1;0;22;0;17;24;4;1500.0;110;100;16;5;90.0;1587;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;2;6;9;1;0
10988;1;1;0;0;0;1;0;18;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;14004;0;0;1;22;0;0044;9;26;1500.0;110;100;17;5;102.0;1597;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;4;6;9;1;0
2712;1;1;1;1;0;1;0;45;0;0;0;5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;10.0;18350;0;1;0;13;0;0061;5;130;1500.0;110;100;17;5;116.0;1995;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;6;5;9;1;0
7901;1;1;1;1;0;1;0;11;0;0;0;9;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;22750;0;1;0;11;0;0049;97;45;1500.0;110;120;17;5;105.0;1461;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;6;6;9;1;0
1007;1;0;1;1;0;1;0;51;0;0;0;5;1;0;1;0;0;0;0;0;0;0;0;20;0;10;10;0;10.0;22110;0;0;1;11;0;45;2;233;1500.0;110;100;17;5;100.0;1686;0;0;0;0;0;0;1;0;0;0;0;0;0;8.0;1;6;9;1;0
12707;0;1;1;1;0;1;0;18;0;0;0;5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;22270;0;1;0;11;0;0045;33;2;1500.0;110;100;18;5;120.0;1910;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;5;4;9;1;0
1315;0;1;1;1;0;1;0;8;0;0;0;5;1;0;1;0;0;0;0;0;0;0;0;63;0;10;10;0;10.0;22050;1;0;0;11;0;0061;77;19;1500.0;110;100;18;5;126.0;1998;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;1;4;9;1;0
6431;1;1;1;1;0;1;0;16;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;8925;0;1;0;22;0;0017;17;18;1500.0;110;100;15;5;60.0;1124;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;5;0;9;1;0
12626;1;1;0;0;0;1;0;19;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;10926;0;1;0;21;0;0045;2;84;1500.0;110;100;15;5;75.0;1598;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;5;6;9;1;0
14550;1;0;0;1;0;1;0;10;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;10307;0;1;0;21;0;27;5;3;1500.0;110;100;16;5;82.0;1341;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;6;4;9;1;0
13684;0;1;1;1;0;1;0;17;0;0;0;9;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;-80.0;22960;0;1;0;3;0;0064;51;1;1500.0;110;120;17;7;115.0;1598;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;6;6;9;1;0
11794;1;1;0;0;0;1;0;16;0;0;0;9;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;22681;0;1;0;3;0;0064;51;96;1500.0;110;120;17;7;105.0;1598;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;4;6;9;1;0
4153;1;1;1;1;0;1;0;34;0;0;0;5;1;0;1;0;0;0;0;0;0;0;0;101;0;30;30;0;50.0;22335;0;1;0;3;0;72;13;27;1500.0;110;120;17;7;115.0;1685;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;4;1;9;1;0
1891;1;1;0;0;0;1;0;17;0;0;0;5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;21000;0;1;0;12;0;49;97;57;1500.0;110;120;17;5;110.0;1598;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;3;0;9;1;0
12106;0;1;1;0;0;1;0;10;0;0;0;5;1;0;1;0;0;0;0;0;0;0;0;4;0;0;0;0;0.0;20410;0;1;0;12;0;46;351;29;0.0;110;100;16;5;90.0;1560;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;0;4;9;1;0
1526;1;1;1;1;0;1;0;10;0;0;0;5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;35.0;20205;0;1;0;12;0;0023;40;99;1500.0;110;100;17;5;115.0;1753;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;5;4;9;1;0
14779;1;1;1;1;0;1;0;45;0;0;0;5;1;0;1;1;0;0;0;0;0;0;0;63;56;56;20;0;-80.0;19600;0;0;1;12;0;0023;69;36;1500.0;210;200;16;5;90.0;1753;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;2;5;9;1;0
2255;1;1;1;1;0;1;0;28;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;27140;0;1;0;12;0;0064;5;249;1500.0;110;100;18;5;130.0;1896;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;6;7;9;1;0
8128;1;1;1;1;0;1;0;19;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;27100;0;1;0;12;0;0041;101;42;1500.0;110;100;18;5;140.0;1991;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;4;6;9;1;0
1057;0;1;1;1;0;1;0;12;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;-80.0;27210;0;1;0;12;0;0064;54;18;1500.0;110;120;18;5;140.0;1968;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;5;4;9;1;0
12530;1;0;0;1;0;1;0;10;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;11750;0;1;0;14;0;0054;14;235;1500.0;110;100;15;5;68.0;1896;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;6;4;9;1;0
13778;1;1;1;1;0;1;0;50;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;11775;0;0;1;14;0;0017;36;24;1500.0;110;100;15;5;61.0;1124;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;4;5;9;1;0
1345;1;1;1;1;0;1;0;23;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;50.0;14572;0;1;0;18;0;0046;5;121;1500.0;110;100;16;5;90.0;1997;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;5;7;9;1;0
7055;0;1;1;0;0;1;0;8;0;0;0;5;1;0;1;0;0;0;0;0;0;0;0;25;0;20;20;0;35.0;20400;0;1;0;0;0;72;35;6;1500.0;110;150;18;5;120.0;998;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;5;4;9;1;0
3906;0;1;1;1;0;1;0;24;0;0;0;5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;50.0;20400;0;1;0;0;0;72;35;6;1500.0;110;150;18;5;120.0;998;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;7;6;9;1;0
3383;1;0;0;0;0;1;0;27;0;1;0;5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;20385;0;1;0;0;1;0027;54;13;1500.0;110;150;17;5;100.0;998;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;7;6;9;1;0
716;1;1;1;0;0;1;0;39;0;0;0;9;1;0;1;0;0;0;0;0;0;0;0;28;0;30;30;0;50.0;24615;0;1;0;9;0;49;19;265;1500.0;110;100;18;5;140.0;1997;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;5;1;9;1;0
14696;1;1;1;1;0;1;0;12;0;0;0;9;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;24900;0;1;0;9;0;49;24;712;1500.0;110;100;17;4;105.0;1461;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;0;6;9;1;0
10845;0;1;1;1;0;1;0;13;0;0;0;9;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;10.0;24082;0;1;0;9;0;0017;33;129;1500.0;110;100;17;5;109.0;1560;0;0;0;0;0;0;1;0;0;0;0;0;0;8.0;5;6;9;1;0
3502;0;1;1;1;0;1;0;17;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;28320;0;1;0;14;0;0045;15;206;1500.0;110;100;18;5;125.0;2172;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;2;4;9;1;0
2673;1;1;1;1;0;1;0;25;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;-80.0;28635;0;1;0;12;0;0072;19;9;1500.0;110;150;18;5;140.0;2497;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;3;6;9;1;0
