oferta_id;oferta_poliza;oferta_tomador_sexo;oferta_tom_cond;oferta_propietario_tom;oferta_propietario_cond;oferta_veh_valor;oferta_veh_tara;oferta_veh_categoria;oferta_veh_puertos;oferta_poliza.1;cliente_edad;antiguedad_permiso;antiguedad_permiso_range;antiguedad_permiso_riesgo;edad_segundo_conductor_riesgo;REGION;cliente_extranjero;car_ranking;d_uso_particular;d_uso_alquiler;d_tipo_ciclomotor;d_tipo_furgoneta;d_tipo_camion;d_tipo_autocar;d_tipo_remolque;d_tipo_agricola;d_tipo_industrial;d_tipo_triciclo;vehiculo_heavy;oferta_sim_siniestro_5_anio_culpa;oferta_sim_anios_asegurado;oferta_sim_antiguedad_cia_actual;oferta_sim_siniestro_1_anio_culpa;oferta_nivel_sinco;oferta_nivel_sinco_perc;oferta_bonus_simulacion;oferta_bonus_simulacion_perc;veh_uso;veh_tipo;oferta_veh_valor_unitary;cliente_edad_18_30;cliente_edad_30_65;cliente_edad_65;antiguedad_vehiculo;oferta_sim_bonus_rc;oferta_sim_bonus_danio;oferta_adicional_riesgo;oferta_veh_marca;oferta_veh_modelo;oferta_veh_version;oferta_veh_accesorio;oferta_veh_uso;oferta_veh_tipo;oferta_veh_grupo_tarifa;oferta_veh_plazas;oferta_veh_potencia;oferta_veh_tara.1;oferta_veh_cilindrada;cliente_region_AMERICADELSUR;cliente_region_EUROPACENTRAL;cliente_region_EUROPADELNORTE;cliente_region_EUROPADELSUR;cliente_region_EUROPAOCCIDENTAL;cliente_region_EUROPAORIENTAL;cliente_region_OCEANIA;cliente_region_nan;cia_anterior_000;cia_anterior_001;cia_anterior_002;cia_anterior_004;cia_anterior_005;cia_anterior_006;cia_anterior_007;cia_anterior_008;cia_anterior_011;cia_anterior_012;cia_anterior_013;cia_anterior_015;cia_anterior_016;cia_anterior_017;cia_anterior_018;cia_anterior_019;cia_anterior_020;cia_anterior_023;cia_anterior_024;cia_anterior_025;cia_anterior_028;cia_anterior_029;cia_anterior_031;cia_anterior_033;cia_anterior_035;cia_anterior_036;cia_anterior_039;cia_anterior_040;cia_anterior_041;cia_anterior_042;cia_anterior_045;cia_anterior_047;cia_anterior_048;cia_anterior_049;cia_anterior_054;cia_anterior_055;cia_anterior_056;cia_anterior_057;cia_anterior_058;cia_anterior_061;cia_anterior_062;cia_anterior_063;cia_anterior_064;cia_anterior_065;cia_anterior_075;cia_anterior_079;cia_anterior_082;cia_anterior_083;cia_anterior_085;cia_anterior_089;cia_anterior_091;cia_anterior_092;cia_anterior_094;cia_anterior_095;cia_anterior_099;cia_anterior_101;cia_anterior_102;cia_anterior_105;cia_anterior_110;cia_anterior_114;cia_anterior_119;cia_anterior_122;cia_anterior_134;cia_anterior_135;cia_anterior_136;cia_anterior_137;cia_anterior_138;cia_anterior_139;cia_anterior_140;cia_anterior_141;cia_anterior_142;cia_anterior_143;cia_anterior_146;cia_anterior_147;cia_anterior_148;cia_anterior_?;cia_anterior_nan;cia_risk_relabel;cp_risk_relabel;intm_risk_relabel;customer_risk_relabel;weight;veh_risk_relabel;target
88000472039536;0;0;1;1;1;(30000, 31000];0;1;0;0;(63, 68];46;[31-inf];0;0;EUROPADELSUR;0;7;1;0;1;0;0;0;0;0;0;0;0;0;40;40;0;24;-80.0;2;55.00000000000001;PARTICULAR;CICLOMOTOR;30450;0;0;1;1;24;24;0;631;2;40;1500.0;110;150;18;5;150.0;0;1995;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;6.0;0.0;6.0;0.38951140951776075;8.0;0
88000472836691;0;0;1;1;1;(17000, 18000];0;1;0;0;(38, 43];22;[21-30];0;0;EUROPADELSUR;0;6;1;0;1;0;0;0;0;0;0;0;0;0;40;40;0;11;10.0;2;55.00000000000001;PARTICULAR;CICLOMOTOR;17970;0;1;0;11;11;11;0;46;341;9;1500.0;110;100;17;5;110.0;0;1560;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;5.0;3.0;4.0;0.9902912621359223;9.0;0
88000472956317;0;1;1;1;1;(15000, 16000];0;1;0;0;(38, 43];23;[21-30];0;1;EUROPADELSUR;0;6;1;0;1;0;0;0;0;0;0;0;0;0;40;40;0;13;0.0;2;55.00000000000001;PARTICULAR;CICLOMOTOR;15416;0;1;0;20;13;13;0;49;24;24;1500.0;110;100;16;5;90.0;0;1598;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;3.0;4.0;8.0;1.083780880773362;9.0;0
88000473174365;0;0;1;1;1;(14000, 15000];0;1;0;0;(28, 33];12;[11-20];0;0;EUROPADELSUR;0;6;1;0;1;0;0;0;0;0;0;0;0;0;10;10;0;13;0.0;11;10.0;PARTICULAR;CICLOMOTOR;14690;0;1;0;2;13;13;0;45;6;598;0.0;110;100;15;5;75.0;0;1398;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;6.0;1.0;2.0;0.49319455564451553;9.0;0
88000473456549;0;1;1;1;1;(19000, 20000];0;1;0;0;(58, 63];20;[11-20];0;0;EUROPADELSUR;0;6;1;0;1;1;0;0;0;0;0;0;0;10;56;46;10;24;-80.0;4;45.0;PARTICULAR;FURGONETA;19724;0;1;0;11;24;24;0;17;19;113;0.0;210;200;16;5;92.0;0;1560;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;4.0;3.0;4.0;1.0307692307692309;9.0;0
88000473706992;0;0;1;1;1;(15000, 16000];0;1;0;0;(58, 63];22;[21-30];0;0;EUROPADELSUR;0;6;1;0;1;0;0;0;0;0;0;0;0;0;30;30;0;4;45.0;3;50.0;PARTICULAR;CICLOMOTOR;15400;0;1;0;5;3;3;0;61;35;117;1500.0;110;100;17;5;101.0;0;1329;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;9.0;4.0;4.0;1.411420204978038;9.0;0
88000473737708;0;1;1;1;1;(16000, 17000];0;1;0;0;(43, 48];18;[11-20];0;0;EUROPADELSUR;0;6;1;0;1;1;0;0;0;0;0;0;0;0;20;20;0;11;10.0;6;35.0;PARTICULAR;FURGONETA;16516;0;1;0;19;11;11;0;23;28;28;1500.0;210;300;16;3;76.0;0;2496;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;6.0;3.0;4.0;0.804289544235925;8.0;0
88000473956076;0;1;1;1;1;(28000, 29000];0;1;0;0;(38, 43];21;[21-30];0;0;EUROPADELSUR;0;7;1;0;1;0;0;0;0;0;0;0;0;0;20;20;0;13;0.0;6;35.0;PARTICULAR;CICLOMOTOR;28452;0;1;0;20;13;13;0;13;1;194;1500.0;110;100;18;5;136.0;0;1951;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;6.0;4.0;4.0;0.8100558659217877;9.0;0
88000474230810;0;1;1;1;1;(31000, 32000];0;1;0;0;(33, 38];15;[11-20];0;0;EUROPADELSUR;0;7;1;0;1;0;0;0;0;0;0;0;0;0;40;40;0;2;55.00000000000001;2;55.00000000000001;PARTICULAR;CICLOMOTOR;31200;0;1;0;15;2;2;0;13;1;254;1500.0;110;100;18;5;150.0;0;1995;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;7.0;4.0;1.0;0.9973821989528797;9.0;0
88000474894177;0;1;1;1;1;(16000, 17000];0;1;0;0;(38, 43];24;[21-30];0;0;EUROPADELSUR;0;6;1;0;1;0;0;0;0;0;0;0;0;0;40;40;0;4;45.0;2;55.00000000000001;PARTICULAR;CICLOMOTOR;16940;0;1;0;1;4;4;0;54;14;873;1500.0;110;100;16;5;95.0;0;999;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;6.0;4.0;4.0;0.3758227146814404;8.0;0
88000475404935;0;1;1;1;1;(14000, 15000];0;1;0;0;(58, 63];44;[31-inf];0;0;EUROPADELSUR;0;6;1;0;1;0;0;0;0;0;0;0;0;10;56;46;10;11;10.0;4;45.0;PARTICULAR;CICLOMOTOR;14800;0;1;0;14;11;11;0;45;6;335;1500.0;110;100;15;5;70.0;0;1248;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;4.0;3.0;6.0;0.4500718390804598;9.0;0
88000475444915;0;1;1;1;1;(17000, 18000];0;1;0;0;(58, 63];41;[31-inf];0;0;EUROPADELSUR;0;6;1;0;1;0;0;0;0;0;0;0;0;0;30;30;0;1;60.0;3;50.0;PARTICULAR;CICLOMOTOR;17704;0;1;0;5;3;3;0;54;14;678;1500.0;110;100;16;5;90.0;0;1598;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;9.0;4.0;6.0;0.44520081688223295;9.0;0
88000475453502;0;1;1;1;1;(25000, 26000];0;1;0;0;(53, 58];39;[31-inf];0;0;EUROPADELSUR;0;2;1;0;1;0;0;0;0;0;0;0;0;0;30;30;0;15;-10.0;3;50.0;PARTICULAR;CICLOMOTOR;25990;0;1;0;10;15;15;0;23;8;228;1500.0;110;100;18;5;140.0;0;1997;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;7.0;4.0;6.0;0.7339857651245549;9.0;0
88000475570230;0;1;1;1;1;(20000, 21000];0;1;0;0;(68, 73];47;[31-inf];0;0;EUROPADELSUR;0;6;1;0;1;0;0;0;0;0;0;0;0;0;40;40;0;4;45.0;2;55.00000000000001;PARTICULAR;CICLOMOTOR;20010;0;0;1;18;4;4;0;56;8;29;1500.0;110;100;17;5;110.0;0;1896;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;6.0;4.0;8.0;1.095505617977528;9.0;0
88000475600250;0;1;1;1;1;(16000, 17000];0;1;0;0;(33, 38];12;[11-20];0;0;EUROPADELSUR;0;6;1;0;1;0;0;0;0;0;0;0;0;0;30;30;0;4;45.0;3;50.0;PARTICULAR;CICLOMOTOR;16894;0;1;0;18;3;3;0;45;22;4;1500.0;110;120;16;7;82.0;0;1995;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;7.0;4.0;1.0;0.5569480280132693;9.0;0
88000476671250;0;1;1;1;1;(25000, 26000];0;1;0;0;(43, 48];27;[21-30];0;0;EUROPADELSUR;0;2;1;0;1;0;0;0;0;0;0;0;0;0;30;30;0;1;60.0;3;50.0;PARTICULAR;CICLOMOTOR;25865;0;1;0;11;3;3;0;72;1;25;1500.0;110;150;18;5;140.0;0;1991;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;6.0;4.0;6.0;1.0753424657534245;9.0;0
88000477610604;0;0;1;1;1;(14000, 15000];0;1;0;0;(58, 63];41;[31-inf];0;0;EUROPADELSUR;0;6;1;0;1;0;0;0;0;0;0;0;0;0;30;30;0;11;10.0;3;50.0;PARTICULAR;CICLOMOTOR;14600;0;1;0;7;11;11;0;22;27;5;1500.0;110;100;15;4;69.0;0;1242;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;6.0;4.0;8.0;0.16838235294117648;9.0;0
88000477620777;0;0;1;1;1;(14000, 15000];0;1;0;0;(33, 38];14;[11-20];0;0;EUROPADELSUR;0;6;1;0;1;0;0;0;0;0;0;0;0;0;30;30;0;4;45.0;3;50.0;PARTICULAR;CICLOMOTOR;14600;0;1;0;7;3;3;0;22;27;5;1500.0;110;100;15;4;69.0;0;1242;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;6.0;4.0;2.0;0.16838235294117648;9.0;0
88000477766356;0;0;1;1;1;(26000, 27000];0;1;0;0;(33, 38];14;[11-20];0;0;EUROPADELSUR;0;2;1;0;1;0;0;0;0;0;0;0;0;0;40;40;0;4;45.0;2;55.00000000000001;PARTICULAR;CICLOMOTOR;26225;0;1;0;13;4;4;0;64;3;462;1500.0;110;100;18;5;140.0;0;1968;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;6.0;4.0;2.0;0.770153231179214;9.0;0
88000477888564;0;1;1;1;1;(11000, 12000];0;1;0;0;(43, 48];26;[21-30];0;0;EUROPADELSUR;0;3;1;0;1;0;0;0;0;0;0;0;0;0;30;30;0;11;10.0;3;50.0;PARTICULAR;CICLOMOTOR;11800;0;1;0;17;11;11;0;54;12;53;0.0;110;100;15;5;60.0;0;1391;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;6.0;4.0;6.0;0.41782069970845487;9.0;0
88000478273998;0;1;1;1;1;(24000, 25000];0;1;0;0;(63, 68];39;[31-inf];0;0;EUROPADELSUR;0;2;1;0;1;0;0;0;0;0;0;0;0;0;40;40;0;1;60.0;2;55.00000000000001;PARTICULAR;CICLOMOTOR;24609;0;0;1;15;2;2;0;42;8;9;0.0;110;120;18;7;150.0;0;2351;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;6.0;4.0;6.0;0.5880330123796423;9.0;0
88000478373772;0;1;1;1;1;(15000, 16000];0;1;0;0;(58, 63];44;[31-inf];0;0;EUROPADELSUR;0;6;1;0;1;0;0;0;0;0;0;0;0;0;40;40;0;11;10.0;2;55.00000000000001;PARTICULAR;CICLOMOTOR;16000;0;1;0;14;11;11;0;49;15;293;1500.0;110;100;17;5;100.0;0;1461;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;7.0;4.0;6.0;0.5752082312591865;9.0;0
88000478495989;0;1;1;1;1;(44000, 45000];0;1;0;0;(68, 73];37;[31-inf];0;0;EUROPADELSUR;0;1;1;0;1;0;0;0;0;0;0;0;0;0;30;20;0;24;-80.0;3;50.0;PARTICULAR;CICLOMOTOR;44350;0;0;1;12;24;24;0;65;75;11;1500.0;110;100;18;7;185.0;0;2401;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;7.0;8.0;8.0;0.8313253012048191;9.0;0
88000478515356;0;1;1;1;1;(25000, 26000];0;1;0;0;(63, 68];39;[31-inf];0;0;EUROPADELSUR;0;2;1;0;1;0;0;0;0;0;0;0;0;0;40;40;0;1;60.0;2;55.00000000000001;PARTICULAR;CICLOMOTOR;25990;0;1;0;11;2;2;0;23;8;228;1500.0;110;100;18;5;140.0;0;1997;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;3.0;4.0;6.0;1.0753424657534245;9.0;0
88000478863483;0;1;1;1;1;(25000, 26000];0;1;0;0;(58, 63];44;[31-inf];0;0;EUROPADELSUR;0;2;1;0;1;0;0;0;0;0;0;0;0;0;40;40;0;11;10.0;2;55.00000000000001;PARTICULAR;CICLOMOTOR;25850;0;1;0;8;11;11;0;49;19;318;1500.0;110;100;18;5;130.0;0;1995;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;7.0;4.0;6.0;0.16532780513086295;8.0;0
88000478935893;0;0;1;1;1;(12000, 13000];0;1;0;0;(53, 58];28;[21-30];0;0;EUROPADELSUR;0;3;1;0;1;0;0;0;0;0;0;0;0;0;30;20;0;4;45.0;3;50.0;PARTICULAR;CICLOMOTOR;12490;0;1;0;12;3;3;0;72;12;12;1500.0;110;100;17;5;96.0;0;1399;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;7.0;5.0;4.0;0.20717018563128808;9.0;0
88000478996267;0;1;1;1;1;(30000, 31000];0;1;0;0;(33, 38];18;[11-20];0;0;EUROPADELSUR;0;7;1;0;1;1;0;0;0;0;0;0;0;0;40;40;0;2;55.00000000000001;2;55.00000000000001;PARTICULAR;FURGONETA;30635;0;1;0;7;2;2;0;49;41;239;1500.0;210;310;17;9;115.0;0;1995;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;6.0;4.0;1.0;0.5758928571428571;8.0;0
88000479194227;0;0;1;1;1;(22000, 23000];0;1;0;0;(38, 43];17;[11-20];0;0;EUROPADELSUR;0;2;1;0;1;0;0;0;0;0;0;0;0;0;40;40;0;2;55.00000000000001;2;55.00000000000001;PARTICULAR;CICLOMOTOR;22050;0;1;0;2;2;2;0;54;30;156;1500.0;110;100;18;5;122.0;0;1395;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;5.0;7.0;2.0;0.8827982250065257;9.0;0
88000479221699;0;1;1;1;1;(25000, 26000];0;1;0;0;(43, 48];14;[11-20];0;0;EUROPADELSUR;0;2;1;0;1;1;0;0;0;0;0;0;0;0;30;30;0;11;10.0;3;50.0;PARTICULAR;FURGONETA;25490;0;1;0;7;11;11;0;41;121;236;1500.0;210;300;16;3;95.0;0;2143;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;7.0;4.0;4.0;1.4927536231884058;9.0;0
88000479801029;0;1;1;1;1;(30000, 31000];0;1;0;0;(48, 53];34;[31-inf];0;0;EUROPADELSUR;0;7;1;0;1;0;0;0;0;0;0;0;0;10;56;46;0;24;-80.0;4;45.0;PARTICULAR;CICLOMOTOR;30890;0;1;0;12;24;24;0;23;84;2;0.0;110;120;18;7;140.0;0;1997;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;7.0;6.0;6.0;1.2635379061371839;9.0;0
88000479899999;0;0;1;1;1;(46000, 47000];0;1;0;0;(28, 33];13;[11-20];0;0;EUROPADELSUR;0;0;1;0;1;1;0;0;0;0;0;0;0;0;30;30;0;1;60.0;3;50.0;PARTICULAR;FURGONETA;46591;0;1;0;1;3;3;0;64;23;170;1500.0;210;310;18;7;150.0;0;1968;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;7.0;4.0;2.0;0.09803921568627452;9.0;0
88000480022474;0;1;1;1;1;(14000, 15000];0;1;0;0;(48, 53];31;[31-inf];0;0;EUROPADELSUR;0;6;1;0;1;0;0;0;0;0;0;0;0;0;40;40;0;14;-5.0;2;55.00000000000001;PARTICULAR;CICLOMOTOR;14690;0;1;0;8;14;14;0;56;10;97;1500.0;110;100;16;5;80.0;0;1422;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;5.0;0.0;6.0;1.311028500619579;9.0;0
88000480083021;0;1;1;1;1;(22000, 23000];0;1;0;0;(63, 68];45;[31-inf];0;0;EUROPADELSUR;0;2;1;0;1;0;0;0;0;0;0;0;0;0;40;40;0;2;55.00000000000001;2;55.00000000000001;PARTICULAR;CICLOMOTOR;22400;0;0;1;2;2;2;0;46;351;239;1500.0;110;100;18;5;130.0;0;1199;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;7.0;4.0;6.0;0.8827982250065257;9.0;0
